epoch,lr_backbone,train_total_loss,train_final_ce,train_classical_ce,train_quantum_residual_loss,train_acc,test_acc,test_macro_f1,quantum_gate_mean,quantum_alpha,quantum_correction_ratio,peak_vram_mb,epoch_seconds
1,0.0002999262307746768,1.7624789290130138,1.400193516165018,1.3926793187856674,0.0941039293538779,0.2718253968253968,0.25,0.1363855421686747,0.9867669825279524,0.12509924173355103,0.03757670698946135,805.21142578125,120.06365823745728
2,0.00029970499590002654,1.7445173524320126,1.3839210830628872,1.3861596398055553,0.09370906394906342,0.28869047619047616,0.2361111111111111,0.12387676508344031,0.9918563417380765,0.12509627640247345,0.03624381783181831,215.74267578125,31.36380386352539
3,0.0002993365137081604,1.7272215150296688,1.3667115233838558,1.3858331814408302,0.09367798222228885,0.31845238095238093,0.2916666666666667,0.21428571428571427,0.9913012740749215,0.12538187205791473,0.03857550146575603,215.74267578125,176.97626638412476
4,0.0002988211478465144,1.7207466959953308,1.3619062304496765,1.379397939890623,0.0932732610963285,0.30753968253968256,0.3333333333333333,0.22999999999999998,0.9907564504870346,0.12576325237751007,0.043001277342675226,215.74267578125,13.004462718963623
5,0.000298159406918973,1.7064353600144386,1.348709899932146,1.37511333450675,0.09298083744943142,0.34325396825396826,0.3333333333333333,0.28386572020112394,0.9922824623211036,0.12641282379627228,0.04831062549436908,215.74267578125,96.32125091552734
6,0.0002973519439839389,1.709027387201786,1.3514747098088264,1.3744376301765442,0.09295514412224293,0.3273809523809524,0.3472222222222222,0.280258675750479,0.9921298583466855,0.12687857449054718,0.052308531659137875,215.74267578125,21.253280639648438
7,0.00029639955590984266,1.6938859894871712,1.337356723845005,1.3705005310475826,0.09269423130899668,0.32936507936507936,0.3194444444444444,0.21851574212893554,0.9907844253475704,0.12745161354541779,0.05625833158144757,215.74267578125,689.8187291622162
8,0.00029530318258873023,1.6775174513459206,1.3221297822892666,1.3661010302603245,0.09241612162441015,0.35912698412698413,0.3472222222222222,0.28662285989872194,0.9903307670047359,0.12803031504154205,0.06172204180251038,215.74267578125,12.701492309570312
9,0.0002940639060087029,1.6702989302575588,1.3163467682898045,1.360568106174469,0.09206750360317528,0.3541666666666667,0.3194444444444444,0.266934046345811,0.9895219400761619,0.12866367399692535,0.06461506840285092,215.74267578125,36.04100203514099
10,0.00029268294918612537,1.6650655344128609,1.311537265777588,1.3589501567184925,0.09193820413202047,0.35813492063492064,0.2916666666666667,0.2250923511516732,0.9887797729008727,0.129120871424675,0.0693027983744821,215.74267578125,13.482030868530273
