epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_seconds
0,1.386800824657964,0.25339120998372217,1.3869127231668237,0.24511930585683298,0.2452098626011669,0.20182982016125534,0.001,0.22162580490112305
