BASE target=P3 epoch=1/100 acc=0.0667 f1=0.0606
BASE target=P3 epoch=2/100 acc=0.1333 f1=0.1111
BASE target=P3 epoch=3/100 acc=0.1333 f1=0.1143
BASE target=P3 epoch=4/100 acc=0.3333 f1=0.2929
BASE target=P3 epoch=5/100 acc=0.4000 f1=0.3864
BASE target=P3 epoch=6/100 acc=0.4667 f1=0.4387
BASE target=P3 epoch=7/100 acc=0.4000 f1=0.3864
BASE target=P3 epoch=8/100 acc=0.4667 f1=0.4470
BASE target=P3 epoch=9/100 acc=0.4667 f1=0.4470
BASE target=P3 epoch=10/100 acc=0.5333 f1=0.4993
BASE target=P3 epoch=11/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=12/100 acc=0.5333 f1=0.5004
BASE target=P3 epoch=13/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=14/100 acc=0.5333 f1=0.4993
BASE target=P3 epoch=15/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=16/100 acc=0.6000 f1=0.5889
BASE target=P3 epoch=17/100 acc=0.6000 f1=0.5889
BASE target=P3 epoch=18/100 acc=0.6000 f1=0.6000
BASE target=P3 epoch=19/100 acc=0.6000 f1=0.5889
BASE target=P3 epoch=20/100 acc=0.6000 f1=0.5926
BASE target=P3 epoch=21/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=22/100 acc=0.5333 f1=0.5199
BASE target=P3 epoch=23/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=24/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=25/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=26/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=27/100 acc=0.5333 f1=0.5199
BASE target=P3 epoch=28/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=29/100 acc=0.6000 f1=0.5794
BASE target=P3 epoch=30/100 acc=0.6000 f1=0.5926
BASE target=P3 epoch=31/100 acc=0.6667 f1=0.6469
BASE target=P3 epoch=32/100 acc=0.6667 f1=0.6515
BASE target=P3 epoch=33/100 acc=0.6667 f1=0.6469
BASE target=P3 epoch=34/100 acc=0.6667 f1=0.6515
BASE target=P3 epoch=35/100 acc=0.6667 f1=0.6646
BASE target=P3 epoch=36/100 acc=0.7333 f1=0.7278
BASE target=P3 epoch=37/100 acc=0.7333 f1=0.7313
BASE target=P3 epoch=38/100 acc=0.7333 f1=0.7278
BASE target=P3 epoch=39/100 acc=0.7333 f1=0.7278
BASE target=P3 epoch=40/100 acc=0.6667 f1=0.6546
BASE target=P3 epoch=41/100 acc=0.7333 f1=0.7194
BASE target=P3 epoch=42/100 acc=0.6667 f1=0.6546
BASE target=P3 epoch=43/100 acc=0.7333 f1=0.7278
BASE target=P3 epoch=44/100 acc=0.6000 f1=0.5794
BASE target=P3 epoch=45/100 acc=0.7333 f1=0.7278
BASE target=P3 epoch=46/100 acc=0.6667 f1=0.6627
BASE target=P3 epoch=47/100 acc=0.8000 f1=0.7963
BASE target=P3 epoch=48/100 acc=0.7333 f1=0.7278
BASE target=P3 epoch=49/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=50/100 acc=0.6667 f1=0.6548
BASE target=P3 epoch=51/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=52/100 acc=0.7333 f1=0.7136
BASE target=P3 epoch=53/100 acc=0.5333 f1=0.4815
BASE target=P3 epoch=54/100 acc=0.8000 f1=0.7963
BASE target=P3 epoch=55/100 acc=0.6667 f1=0.6296
BASE target=P3 epoch=56/100 acc=0.6667 f1=0.6627
BASE target=P3 epoch=57/100 acc=0.6000 f1=0.5492
BASE target=P3 epoch=58/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=59/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=60/100 acc=0.6000 f1=0.5794
BASE target=P3 epoch=61/100 acc=0.6000 f1=0.5893
BASE target=P3 epoch=62/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=63/100 acc=0.7333 f1=0.7286
BASE target=P3 epoch=64/100 acc=0.6667 f1=0.6548
BASE target=P3 epoch=65/100 acc=0.8000 f1=0.8027
BASE target=P3 epoch=66/100 acc=0.8000 f1=0.8027
BASE target=P3 epoch=67/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=68/100 acc=0.7333 f1=0.7286
BASE target=P3 epoch=69/100 acc=0.6667 f1=0.6627
BASE target=P3 epoch=70/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=71/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=72/100 acc=0.7333 f1=0.7136
BASE target=P3 epoch=73/100 acc=0.6000 f1=0.5794
BASE target=P3 epoch=74/100 acc=0.8000 f1=0.8027
BASE target=P3 epoch=75/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=76/100 acc=0.8000 f1=0.8027
BASE target=P3 epoch=77/100 acc=0.6667 f1=0.6627
BASE target=P3 epoch=78/100 acc=0.6667 f1=0.6627
BASE target=P3 epoch=79/100 acc=0.6667 f1=0.6627
BASE target=P3 epoch=80/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=81/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=82/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=83/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=84/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=85/100 acc=0.7333 f1=0.7249
