BASE target=P3 epoch=1/100 acc=0.0667 f1=0.0606
BASE target=P3 epoch=86/100 acc=0.6667 f1=0.6627
BASE target=P3 epoch=87/100 acc=0.6667 f1=0.6627
BASE target=P3 epoch=88/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=89/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=90/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=91/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=92/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=93/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=94/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=95/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=96/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=97/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=98/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=99/100 acc=0.7333 f1=0.7249
BASE target=P3 epoch=100/100 acc=0.7333 f1=0.7249
QNEURO_TARGET_COMPLETE base_only=1 progressive_requested=False
QNEURO_SCREEN_EXIT dataset=seed target=P3 code=0 timestamp=2026-08-31T08:30:10+00:00
