epoch,lr_backbone,train_total_loss,train_final_ce,train_classical_ce,train_quantum_residual_loss,train_acc,test_acc,test_macro_f1,quantum_gate_mean,quantum_alpha,quantum_correction_ratio,peak_vram_mb,epoch_seconds
1,0.0002999262307746768,1.5257031236376082,1.2165646042142595,1.1653930800301688,0.11860156378575734,0.28095238095238095,0.4,0.28654970760233917,0.9212168858164833,0.12487450987100601,0.04285761434584856,880.84326171875,16.73194646835327
2,0.00029970499590002654,1.4041201046534948,1.1066043206623621,1.121833426611764,0.113716293658529,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.9658821858110882,0.12487803399562836,0.040654665595364,870.8408203125,4.194641590118408
3,0.0002993365137081604,1.3706375871385847,1.0782693113599504,1.1025570971625192,0.11152678302356175,0.35714285714285715,0.3333333333333333,0.16666666666666666,0.9876185797509693,0.12494946271181107,0.042748011666394414,870.8408203125,4.23847508430481
4,0.0002988211478465144,1.3479886906487601,1.0567708356039864,1.098326291356768,0.11090849552835737,0.41904761904761906,0.3333333333333333,0.16666666666666666,0.9883220082237607,0.12511810660362244,0.04309114353465182,870.8408203125,4.221147298812866
5,0.000298159406918973,1.3365176575524467,1.0458043387957983,1.0964669329779488,0.11064424685069493,0.4714285714285714,0.3333333333333333,0.16666666666666666,0.9851261241095407,0.12532223761081696,0.04367606992877665,870.8408203125,4.213666915893555
6,0.0002973519439839389,1.3166081053870065,1.026637009211949,1.0936892202922277,0.11032527791602272,0.4666666666666667,0.5333333333333333,0.446078431372549,0.9814216176668803,0.12551426887512207,0.047490274817461056,870.8408203125,4.177323579788208
7,0.00029639955590984266,1.2759443010602678,0.9907923085348946,1.0756071976252966,0.1083343316401754,0.5047619047619047,0.4666666666666667,0.37566137566137564,0.9780554567064558,0.12574225664138794,0.051101640647365935,870.8408203125,4.174081563949585
8,0.00029530318258873023,1.2498987572533744,0.9669582758631025,1.067291992051261,0.1074499785900116,0.5333333333333333,0.4,0.28654970760233917,0.9765150992643266,0.12596924602985382,0.056124533091982204,870.8408203125,4.1871607303619385
9,0.0002940639060087029,1.210455128124782,0.9319703493799482,1.0506466967718942,0.10548752333436694,0.5761904761904761,0.3333333333333333,0.16666666666666666,0.9734405199686686,0.12617896497249603,0.06279308584829171,870.8408203125,4.177572250366211
10,0.00029268294918612537,1.1928889410836356,0.9155624253409249,1.0463127408708846,0.10498862181391035,0.5952380952380952,0.3333333333333333,0.16666666666666666,0.9700192678542364,0.12635011970996857,0.06747871561064607,870.8408203125,4.199251890182495
11,0.00029116167495865663,1.1814597845077515,0.9062661273138863,1.0384648868015833,0.1038493886590004,0.580952380952381,0.3333333333333333,0.16666666666666666,0.9662953811032432,0.12652911245822906,0.07004486925545193,870.8408203125,4.211868524551392
12,0.0002895015846402935,1.1943057094301497,0.9192938464028495,1.0377389192581177,0.10384770482778549,0.6095238095238096,0.3333333333333333,0.16666666666666666,0.9680933906918481,0.1266917735338211,0.07352646351570175,870.8408203125,4.219650983810425
13,0.0002877043165397551,1.151924422809056,0.8800744414329529,1.0259387407984053,0.10243519502026695,0.5952380952380952,0.3333333333333333,0.16666666666666666,0.9659313275700524,0.12681981921195984,0.07372123242488929,870.8408203125,4.218917608261108
14,0.0002857716443436699,1.1316584348678589,0.8628287400518145,1.014713100024632,0.10100937102522169,0.6333333333333333,0.3333333333333333,0.16666666666666666,0.9620964399405888,0.12700875103473663,0.07835126749816396,870.8408203125,4.195054054260254
15,0.00028370547536616097,1.1392263344355993,0.8719575319971357,1.0087902035032,0.10047478122370583,0.6047619047619047,0.3333333333333333,0.16666666666666666,0.9640861775193895,0.1271773874759674,0.0822925508199703,870.8408203125,4.165973901748657
16,0.00028150784866655756,1.1119773983955383,0.8473355599812099,0.9990847621645246,0.09913752121584755,0.6047619047619047,0.3333333333333333,0.16666666666666666,0.9566832196144831,0.127338245511055,0.08194506563955829,870.8408203125,4.176913022994995
17,0.00027918093303708956,1.108614206314087,0.8443547487258911,0.9976121016911098,0.09904278708355767,0.6523809523809524,0.3333333333333333,0.16666666666666666,0.9559625344617027,0.1275274008512497,0.08658263472219309,870.8408203125,4.183136224746704
18,0.00027672702486255125,1.0765585558755058,0.8166422758783612,0.9814111845833915,0.09708974829741887,0.6619047619047619,0.3333333333333333,0.16666666666666666,0.9556326460270654,0.12772661447525024,0.0918448361257712,870.8408203125,4.182425022125244
19,0.000274148545854047,1.0735517229352678,0.8140457953725543,0.9799004537718636,0.09687206787722451,0.6714285714285714,0.3333333333333333,0.16666666666666666,0.948769227663676,0.127916157245636,0.09270460623360816,870.8408203125,4.221751689910889
20,0.00027144804065905466,1.0689632637160165,0.8108606849397931,0.9746387686048236,0.09628593176603317,0.6476190476190476,0.3333333333333333,0.16666666666666666,0.9467121865068163,0.12809579074382782,0.09369305437874226,870.8408203125,4.2177863121032715
21,0.0002686281743501657,1.06965229340962,0.8133557523999896,0.9680025151797703,0.09530588558741979,0.638095238095238,0.3333333333333333,0.16666666666666666,0.9446478588240487,0.12827230989933014,0.09715512792269389,870.8408203125,4.177263259887695
22,0.0002656917297949805,1.0532199059213911,0.7985579967498779,0.9618551220212664,0.09465416520833969,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.9384339622088841,0.1284392923116684,0.09790962941589809,870.8408203125,4.186777114868164
23,0.0002626416049097537,1.057949355670384,0.8034225361687797,0.9613542897360665,0.0945882648229599,0.6761904761904762,0.3333333333333333,0.16666666666666666,0.9356936443419683,0.1286095529794693,0.09504821632234824,870.8408203125,4.218158006668091
24,0.00025948080979950103,1.033466296536582,0.7815764205796378,0.9514478870800563,0.09351918739931923,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.9337130918389275,0.1287664920091629,0.09687478386220477,870.8408203125,4.192291021347046
25,0.00025621246378738883,1.0603392039026533,0.8066757917404175,0.9581229857036045,0.09421758460147041,0.6523809523809524,0.3333333333333333,0.16666666666666666,0.9314924393381391,0.12892548739910126,0.10373211222745124,870.8408203125,4.2043092250823975
26,0.00025283979233633894,1.0450459292956762,0.7952981761523655,0.9435518043381828,0.09239832418305534,0.6523809523809524,0.3333333333333333,0.16666666666666666,0.9321227922326043,0.12909440696239471,0.10325891863377322,870.8408203125,4.197620391845703
