epoch,lr_backbone,train_total_loss,train_final_ce,train_classical_ce,train_quantum_residual_loss,train_acc,test_acc,test_macro_f1,quantum_gate_mean,quantum_alpha,quantum_correction_ratio,peak_vram_mb,epoch_seconds
1,0.0002999262307746768,1.761672593653202,1.3995453156530857,1.39207948371768,0.09404938877560198,0.28174603174603174,0.25,0.1,0.9858456233309375,0.12496604770421982,0.03807622285759343,805.21142578125,40.35958981513977
2,0.00029970499590002654,1.742327705025673,1.3816610537469387,1.3864236921072006,0.09373818151652813,0.2876984126984127,0.2638888888888889,0.1297640653357532,0.9906492213762942,0.12483157217502594,0.03743186899985645,215.74267578125,12.433330774307251
3,0.0002993365137081604,1.7243340462446213,1.364207275211811,1.3843585215508938,0.09358098567463458,0.3134920634920635,0.25,0.1229066985645933,0.9912341044890502,0.12510299682617188,0.040379013234217255,215.74267578125,13.708938837051392
4,0.0002988211478465144,1.7124416753649712,1.354034822434187,1.3777325935661793,0.09315802296623588,0.3392857142857143,0.3333333333333333,0.32369172556578857,0.9908641845224395,0.12544095516204834,0.0421815302466885,215.74267578125,12.360628843307495
5,0.000298159406918973,1.7001183331012726,1.3426416106522083,1.3741638027131557,0.09290516772307456,0.3373015873015873,0.2638888888888889,0.149245396098943,0.9916522608153404,0.1258816421031952,0.047859924863876094,215.74267578125,19.606284618377686
6,0.0002973519439839389,1.695917222648859,1.3392656818032265,1.370978131890297,0.09271342633292079,0.3333333333333333,0.2361111111111111,0.09659090909090909,0.9910920051236948,0.12626460194587708,0.05217152927994787,215.74267578125,13.400588750839233
7,0.00029639955590984266,1.6811670325696468,1.325527634471655,1.3670733943581581,0.09247371787205338,0.35615079365079366,0.2638888888888889,0.149245396098943,0.9906858384372697,0.12670478224754333,0.05402366570862276,215.74267578125,27.372743844985962
8,0.00029530318258873023,1.659950539469719,1.3055615685880184,1.3622625023126602,0.09215554827824235,0.36706349206349204,0.2638888888888889,0.1701950659781985,0.9908326768449375,0.12729081511497498,0.060240552158257556,215.74267578125,33.11492347717285
9,0.0002940639060087029,1.6607263125479221,1.3073051907122135,1.3585371635854244,0.09191213455051184,0.376984126984127,0.25,0.12159090909090908,0.9885206851103003,0.12763698399066925,0.06774048270687225,215.74267578125,12.804369449615479
10,0.00029268294918612537,1.6507452055811882,1.2979022562503815,1.3563080243766308,0.0917729758657515,0.37797619047619047,0.2638888888888889,0.1759504862953139,0.9896514960934245,0.12817803025245667,0.06739073325990744,215.74267578125,77.01177597045898
11,0.00029116167495865663,1.6443731971085072,1.292016863822937,1.3544208779931068,0.09167411550879478,0.3878968253968254,0.3333333333333333,0.2927980454217336,0.987934827154118,0.12859679758548737,0.07324879095586578,215.74267578125,12.600748300552368
